job_level,performance_rating,job_role,age,job_satisfaction,company_size,employee_id,leadership_opportunities,company_reputation,marital_status,overtime,employee_recognition,attrition,education_level,gender,number_of_promotions,years_at_company,innovation_opportunities,work_life_balance,distance_from_home,remote_work,monthly_income,number_of_dependents,age_group,commute_distance,years_per_promotion,loyalty_bucket,income_tier,has_dependents
Mid,Average,Media,30,High,Small,29236,0,Poor,Divorced,1,Medium,1,Associate Degree,Female,0,5,1,Excellent,65,0,6243,1,26-35,Medium,5.0,Fast Promotion,Middle Income,Has Dependents
Entry,Below Average,Technology,34,High,Small,68314,0,Good,Married,1,Very High,0,Bachelor’s Degree,Male,0,16,0,Excellent,46,0,9839,2,26-35,Medium,16.0,Stagnant (No Promos),High Income,Has Dependents
Entry,Average,Technology,25,High,Small,4971,0,Good,Married,1,Very High,1,Associate Degree,Female,0,6,0,Good,51,1,10810,2,18-25,Medium,6.0,Average Promotion,High Income,Has Dependents
Senior,Low,Education,24,Very High,Small,1067,0,Good,Divorced,0,Low,1,Bachelor’s Degree,Female,1,12,0,Fair,15,1,3980,2,18-25,Short,6.0,Average Promotion,Low Income,Has Dependents
Mid,Below Average,Technology,45,High,Medium,48268,0,Fair,Single,0,Medium,1,Bachelor’s Degree,Female,1,36,0,Good,18,0,8349,3,36-45,Short,18.0,Stagnant (No Promos),Middle Income,Has Dependents
Mid,Average,Education,33,High,Medium,49568,0,Good,Single,0,Low,0,Associate Degree,Female,0,24,0,Good,40,0,5084,4,26-35,Medium,24.0,Stagnant (No Promos),Low Income,Has Dependents
Entry,Average,Technology,28,Medium,Small,27148,0,Poor,Married,0,Low,1,High School,Female,1,10,0,Fair,44,0,10282,0,26-35,Medium,5.0,Fast Promotion,High Income,No Dependents
Entry,Average,Media,24,High,Small,40813,0,Good,Single,1,Low,1,Bachelor’s Degree,Male,0,7,0,Excellent,83,0,6675,1,18-25,Long,7.0,Average Promotion,Middle Income,Has Dependents
Senior,Average,Technology,35,Medium,Small,48254,0,Fair,Single,0,Medium,0,Bachelor’s Degree,Male,0,24,0,Excellent,89,0,9155,0,26-35,Long,24.0,Stagnant (No Promos),High Income,No Dependents
Senior,Below Average,Healthcare,36,Very High,Small,45030,0,Excellent,Divorced,0,Medium,0,Bachelor’s Degree,Female,0,21,0,Fair,91,0,6385,3,36-45,Long,21.0,Stagnant (No Promos),Middle Income,Has Dependents
Entry,Average,Technology,19,Medium,Small,51547,0,Fair,Single,0,High,1,Associate Degree,Female,2,6,1,Excellent,87,0,7809,3,18-25,Long,2.0,Fast Promotion,Middle Income,Has Dependents
Entry,Average,Finance,44,Very High,Medium,42628,0,Fair,Single,0,Low,1,High School,Male,0,25,0,Fair,4,0,8868,1,36-45,Short,25.0,Stagnant (No Promos),High Income,Has Dependents
Entry,Low,Healthcare,43,High,Medium,29421,0,Good,Divorced,0,High,1,Associate Degree,Female,0,20,0,Fair,69,0,9577,0,36-45,Long,20.0,Stagnant (No Promos),High Income,No Dependents
Mid,Below Average,Education,27,Medium,Medium,66520,0,Good,Married,0,Low,0,Associate Degree,Female,2,6,0,Poor,83,1,4540,3,26-35,Long,2.0,Fast Promotion,Low Income,Has Dependents
Entry,Average,Education,25,High,Medium,28701,0,Fair,Married,1,Very High,1,High School,Female,1,9,1,Fair,36,0,3807,5,18-25,Medium,4.5,Fast Promotion,Low Income,Has Dependents
Mid,Average,Media,53,Medium,Small,16037,0,Good,Single,0,Very High,0,Bachelor’s Degree,Male,2,33,0,Good,57,1,6329,1,46-55,Medium,11.0,Average Promotion,Middle Income,Has Dependents
Mid,Average,Technology,26,Low,Medium,46745,0,Good,Married,0,High,0,Associate Degree,Male,0,16,0,Poor,78,0,7692,3,26-35,Long,16.0,Stagnant (No Promos),Middle Income,Has Dependents
Mid,Average,Technology,59,High,Medium,4351,0,Good,Divorced,0,Low,0,Master’s Degree,Male,1,19,0,Poor,38,0,4898,3,56+,Medium,9.5,Average Promotion,Low Income,Has Dependents
Entry,Average,Education,50,Low,Small,56074,0,Good,Married,0,Low,1,High School,Female,2,36,0,Poor,80,1,5004,0,46-55,Long,12.0,Average Promotion,Low Income,No Dependents
Entry,Average,Healthcare,57,Very High,Medium,8191,0,Good,Single,0,Medium,1,Associate Degree,Male,1,31,0,Excellent,74,0,9110,1,56+,Long,15.5,Stagnant (No Promos),High Income,Has Dependents
Mid,High,Healthcare,59,Medium,Medium,42196,0,Good,Married,1,Very High,1,Associate Degree,Female,0,31,0,Fair,8,0,8400,0,56+,Short,31.0,Stagnant (No Promos),High Income,No Dependents
Mid,Average,Media,38,High,Small,39263,0,Good,Married,0,Low,0,Associate Degree,Female,2,14,0,Good,50,0,6552,1,36-45,Medium,4.666666666666667,Fast Promotion,Middle Income,Has Dependents
Senior,Average,Technology,37,High,Small,22135,0,Good,Single,0,Low,0,Associate Degree,Male,0,17,1,Fair,48,1,7680,3,36-45,Medium,17.0,Stagnant (No Promos),Middle Income,Has Dependents
Mid,Low,Healthcare,23,High,Small,72613,0,Poor,Married,0,Low,0,Bachelor’s Degree,Female,1,9,0,Good,90,1,6466,0,18-25,Long,4.5,Fast Promotion,Middle Income,No Dependents
Mid,Average,Education,37,Low,Large,58815,0,Good,Married,1,High,0,Bachelor’s Degree,Female,0,11,0,Good,67,0,3786,0,36-45,Long,11.0,Average Promotion,Low Income,No Dependents
Mid,Below Average,Media,44,Very High,Small,59435,0,Poor,Single,1,Low,1,Master’s Degree,Male,0,23,1,Fair,32,0,4675,0,36-45,Short,23.0,Stagnant (No Promos),Low Income,No Dependents
Entry,Below Average,Technology,27,Very High,Medium,26231,0,Good,Single,0,Low,1,High School,Female,2,10,0,Fair,14,1,9958,0,26-35,Short,3.3333333333333335,Fast Promotion,High Income,No Dependents
Entry,Average,Media,28,High,Medium,2835,0,Poor,Single,0,Medium,1,Bachelor’s Degree,Female,0,20,1,Poor,48,0,4999,1,26-35,Medium,20.0,Stagnant (No Promos),Low Income,Has Dependents
Mid,Average,Healthcare,38,Very High,Large,5239,0,Good,Married,0,Medium,0,PhD,Male,3,10,0,Poor,96,0,6593,2,36-45,Long,2.5,Fast Promotion,Middle Income,Has Dependents
Mid,Average,Finance,55,Medium,Medium,37161,0,Excellent,Married,1,Low,1,Bachelor’s Degree,Female,0,17,0,Fair,30,0,7438,3,46-55,Short,17.0,Stagnant (No Promos),Middle Income,Has Dependents
Mid,Low,Finance,35,High,Medium,62762,0,Fair,Divorced,1,Very High,1,High School,Male,2,6,0,Good,77,0,10315,2,26-35,Long,2.0,Fast Promotion,High Income,Has Dependents
Entry,High,Healthcare,21,High,Medium,72138,0,Good,Divorced,1,High,1,High School,Female,1,1,0,Good,85,1,5532,1,18-25,Long,0.5,Fast Promotion,Low Income,Has Dependents
Entry,Below Average,Education,58,Medium,Large,13802,0,Good,Married,1,Low,1,High School,Female,1,27,0,Fair,80,1,3434,0,56+,Long,13.5,Stagnant (No Promos),Low Income,No Dependents
Entry,Average,Healthcare,44,Medium,Large,73338,0,Poor,Single,1,Low,1,Bachelor’s Degree,Male,0,21,0,Poor,58,0,9217,1,36-45,Medium,21.0,Stagnant (No Promos),High Income,Has Dependents
Mid,Average,Media,20,Low,Medium,47448,0,Good,Single,1,High,1,Master’s Degree,Male,1,11,0,Fair,92,0,6327,2,18-25,Long,5.5,Average Promotion,Middle Income,Has Dependents
Entry,Below Average,Technology,22,High,Medium,37136,0,Good,Single,0,Low,1,Associate Degree,Female,0,8,0,Fair,43,0,11366,1,18-25,Medium,8.0,Average Promotion,High Income,Has Dependents
Entry,High,Healthcare,18,Very High,Large,14990,0,Fair,Married,1,Medium,0,High School,Female,1,6,0,Good,42,0,9308,3,18-25,Medium,3.0,Fast Promotion,High Income,Has Dependents
Mid,High,Finance,38,High,Medium,65229,0,Good,Divorced,0,Medium,0,Associate Degree,Male,0,22,0,Good,84,0,5201,0,36-45,Long,22.0,Stagnant (No Promos),Low Income,No Dependents
Mid,Average,Technology,53,High,Small,48250,0,Good,Single,0,Very High,1,Bachelor’s Degree,Female,1,28,0,Good,55,1,9738,1,46-55,Medium,14.0,Stagnant (No Promos),High Income,Has Dependents
Mid,Average,Media,44,High,Small,27322,0,Fair,Married,1,Medium,0,Master’s Degree,Female,3,24,0,Good,42,0,6007,1,36-45,Medium,6.0,Average Promotion,Low Income,Has Dependents
Mid,Average,Media,58,Very High,Medium,64692,0,Poor,Single,0,Low,1,Bachelor’s Degree,Male,0,28,0,Fair,41,0,6023,0,56+,Medium,28.0,Stagnant (No Promos),Low Income,No Dependents
Senior,Low,Finance,39,Very High,Medium,58622,0,Poor,Divorced,0,Low,0,Bachelor’s Degree,Male,2,23,0,Good,43,0,10842,0,36-45,Medium,7.666666666666667,Average Promotion,High Income,No Dependents
Mid,High,Education,18,High,Large,14844,0,Good,Married,0,Low,1,Master’s Degree,Female,0,6,0,Excellent,59,0,5055,0,18-25,Medium,6.0,Average Promotion,Low Income,No Dependents
Entry,Below Average,Finance,47,High,Medium,2932,0,Good,Single,1,Medium,1,PhD,Female,2,33,0,Good,69,0,7055,3,46-55,Long,11.0,Average Promotion,Middle Income,Has Dependents
Entry,Average,Education,34,Very High,Small,22728,0,Fair,Married,0,Medium,0,Master’s Degree,Male,2,6,1,Good,61,0,5430,4,26-35,Medium,2.0,Fast Promotion,Low Income,Has Dependents
Mid,Average,Healthcare,26,Very High,Large,12777,0,Poor,Single,0,Low,1,Bachelor’s Degree,Female,0,7,0,Good,78,1,8731,0,26-35,Long,7.0,Average Promotion,High Income,No Dependents
Mid,Average,Finance,55,Very High,Medium,48764,0,Poor,Single,1,Low,0,Bachelor’s Degree,Male,1,37,0,Excellent,36,1,6676,1,46-55,Medium,18.5,Stagnant (No Promos),Middle Income,Has Dependents
Mid,Average,Finance,32,Medium,Medium,51765,0,Good,Married,1,Medium,1,Bachelor’s Degree,Female,0,1,0,Fair,19,0,7463,2,26-35,Short,1.0,Fast Promotion,Middle Income,Has Dependents
Entry,Low,Education,46,High,Medium,49624,0,Good,Married,1,Medium,1,Master’s Degree,Female,2,17,1,Fair,30,0,4655,2,46-55,Short,5.666666666666667,Average Promotion,Low Income,Has Dependents
Entry,Average,Media,33,High,Medium,68391,0,Good,Married,1,High,0,Associate Degree,Male,0,6,1,Fair,49,0,5778,3,26-35,Medium,6.0,Average Promotion,Low Income,Has Dependents
Entry,Low,Education,55,Medium,Small,46211,0,Good,Single,0,Low,1,Bachelor’s Degree,Female,3,9,0,Poor,65,0,5061,0,46-55,Medium,2.25,Fast Promotion,Low Income,No Dependents
Mid,Average,Healthcare,33,High,Large,26748,0,Poor,Single,1,Medium,1,High School,Male,0,7,0,Good,72,1,8452,0,26-35,Long,7.0,Average Promotion,High Income,No Dependents
Senior,High,Technology,19,High,Medium,54144,0,Good,Single,1,Low,1,High School,Female,0,2,0,Fair,36,0,10219,1,18-25,Medium,2.0,Fast Promotion,High Income,Has Dependents
Mid,Below Average,Healthcare,41,Low,Large,10542,0,Good,Married,1,Medium,0,Associate Degree,Male,0,12,0,Fair,75,0,9718,0,36-45,Long,12.0,Average Promotion,High Income,No Dependents
Entry,Average,Education,46,High,Small,1586,0,Good,Married,0,High,0,Bachelor’s Degree,Female,1,10,1,Fair,63,1,3386,2,46-55,Medium,5.0,Fast Promotion,Low Income,Has Dependents
Entry,Average,Finance,41,Very High,Small,45918,1,Fair,Married,0,Medium,0,High School,Male,0,18,0,Poor,40,1,7623,2,36-45,Medium,18.0,Stagnant (No Promos),Middle Income,Has Dependents
Mid,Average,Technology,58,Very High,Medium,61508,0,Good,Single,1,Low,1,Master’s Degree,Male,2,37,0,Fair,71,0,7702,0,56+,Long,12.333333333333334,Stagnant (No Promos),Middle Income,No Dependents
Mid,Average,Media,39,High,Medium,42906,0,Good,Single,0,High,1,Bachelor’s Degree,Female,0,13,0,Good,97,1,6178,3,36-45,Long,13.0,Stagnant (No Promos),Middle Income,Has Dependents
Entry,Average,Education,19,Medium,Small,54163,0,Poor,Married,0,Medium,0,Associate Degree,Female,2,6,0,Good,80,0,4059,5,18-25,Long,2.0,Fast Promotion,Low Income,Has Dependents
Mid,Average,Technology,58,High,Large,10939,0,Poor,Married,1,Medium,1,High School,Male,0,26,0,Fair,44,0,9273,0,56+,Medium,26.0,Stagnant (No Promos),High Income,No Dependents
Mid,Average,Education,51,Low,Small,9828,0,Good,Married,0,High,0,High School,Female,1,19,0,Good,83,0,5295,0,46-55,Long,9.5,Average Promotion,Low Income,No Dependents
Entry,High,Healthcare,18,High,Medium,20405,0,Good,Single,1,Low,1,Bachelor’s Degree,Male,3,5,0,Good,82,0,7040,2,18-25,Long,1.25,Fast Promotion,Middle Income,Has Dependents
Senior,Average,Technology,20,High,Medium,50896,0,Good,Married,1,Low,0,Bachelor’s Degree,Male,2,2,0,Good,52,0,9257,0,18-25,Medium,0.6666666666666666,Fast Promotion,High Income,No Dependents
Mid,High,Media,33,High,Medium,46283,0,Fair,Married,1,Medium,0,High School,Male,0,5,0,Fair,71,0,5608,2,26-35,Long,5.0,Fast Promotion,Low Income,Has Dependents
Senior,Below Average,Healthcare,22,High,Large,62299,0,Good,Single,0,Medium,1,Bachelor’s Degree,Female,0,13,0,Fair,38,0,8399,2,18-25,Medium,13.0,Stagnant (No Promos),High Income,Has Dependents
Mid,Average,Education,51,High,Small,16269,0,Good,Divorced,0,Low,0,Master’s Degree,Male,0,32,0,Good,35,0,4400,4,46-55,Medium,32.0,Stagnant (No Promos),Low Income,Has Dependents
Mid,Average,Finance,45,High,Large,54946,1,Good,Married,0,Low,0,Associate Degree,Male,1,37,0,Fair,81,0,10703,5,36-45,Long,18.5,Stagnant (No Promos),High Income,Has Dependents
Entry,High,Healthcare,53,Very High,Medium,67457,0,Fair,Single,0,Low,0,High School,Female,2,8,0,Excellent,67,1,8340,1,46-55,Long,2.6666666666666665,Fast Promotion,Middle Income,Has Dependents
Entry,Average,Technology,51,Very High,Medium,57195,0,Good,Divorced,0,High,0,Bachelor’s Degree,Male,2,36,0,Good,87,0,10130,3,46-55,Long,12.0,Average Promotion,High Income,Has Dependents
Entry,Average,Media,40,High,Large,45998,0,Good,Divorced,1,Very High,0,Bachelor’s Degree,Female,3,13,0,Good,22,0,6105,0,36-45,Short,3.25,Fast Promotion,Low Income,No Dependents
Entry,Average,Media,27,Medium,Large,34498,0,Good,Married,1,Very High,1,Master’s Degree,Female,1,7,1,Good,79,0,5974,0,26-35,Long,3.5,Fast Promotion,Low Income,No Dependents
Mid,Below Average,Finance,22,High,Small,48092,0,Fair,Single,1,Low,1,Associate Degree,Female,1,10,1,Fair,24,0,8076,0,18-25,Short,5.0,Fast Promotion,Middle Income,No Dependents
Mid,Below Average,Education,33,Very High,Small,59132,0,Poor,Single,0,Low,1,High School,Male,0,16,0,Excellent,65,0,4651,1,26-35,Medium,16.0,Stagnant (No Promos),Low Income,Has Dependents
Senior,Average,Technology,34,High,Small,28944,0,Fair,Married,1,Low,0,PhD,Female,2,18,0,Good,10,0,10597,1,26-35,Short,6.0,Average Promotion,High Income,Has Dependents
Mid,Low,Technology,52,High,Large,11707,0,Good,Single,0,High,0,PhD,Female,0,17,1,Poor,89,1,8243,0,46-55,Long,17.0,Stagnant (No Promos),Middle Income,No Dependents
Senior,Below Average,Technology,54,Medium,Medium,25259,0,Fair,Single,1,Low,1,Master’s Degree,Female,0,36,1,Fair,56,0,9811,4,46-55,Medium,36.0,Stagnant (No Promos),High Income,Has Dependents
Mid,Average,Technology,45,Very High,Medium,53361,0,Good,Single,0,Medium,0,Associate Degree,Male,2,15,0,Fair,21,0,7250,4,36-45,Short,5.0,Fast Promotion,Middle Income,Has Dependents
Mid,Average,Technology,41,Very High,Medium,56746,0,Excellent,Divorced,0,High,0,Master’s Degree,Female,0,5,0,Good,48,0,9708,3,36-45,Medium,5.0,Fast Promotion,High Income,Has Dependents
Entry,Average,Finance,22,Very High,Medium,53922,0,Excellent,Married,0,Very High,0,Associate Degree,Male,1,10,0,Fair,81,1,5810,3,18-25,Long,5.0,Fast Promotion,Low Income,Has Dependents
Senior,Below Average,Healthcare,42,High,Medium,17723,0,Poor,Divorced,0,Very High,0,PhD,Female,1,10,0,Good,60,0,7852,0,36-45,Medium,5.0,Fast Promotion,Middle Income,No Dependents
Senior,Average,Media,32,High,Large,61616,0,Excellent,Divorced,1,Low,0,Associate Degree,Male,0,9,0,Excellent,46,1,7306,3,26-35,Medium,9.0,Average Promotion,Middle Income,Has Dependents
Entry,Average,Healthcare,40,Very High,Medium,43852,0,Good,Divorced,0,High,0,Bachelor’s Degree,Male,0,4,1,Good,36,1,7315,1,36-45,Medium,4.0,Fast Promotion,Middle Income,Has Dependents
Senior,Average,Technology,35,Medium,Small,6175,0,Good,Married,1,High,0,PhD,Female,1,14,0,Excellent,49,0,11803,0,26-35,Medium,7.0,Average Promotion,High Income,No Dependents
Mid,High,Technology,43,High,Large,13774,0,Good,Single,0,Low,1,Master’s Degree,Male,0,15,0,Fair,53,0,10716,0,36-45,Medium,15.0,Stagnant (No Promos),High Income,No Dependents
Senior,High,Healthcare,42,Very High,Small,46362,0,Good,Divorced,0,Low,0,Master’s Degree,Female,0,6,0,Good,66,1,8620,0,36-45,Medium,6.0,Average Promotion,High Income,No Dependents
Mid,High,Technology,48,High,Medium,35902,0,Fair,Single,1,Low,1,Master’s Degree,Female,0,34,0,Good,73,0,8082,1,46-55,Long,34.0,Stagnant (No Promos),Middle Income,Has Dependents
Mid,Average,Technology,19,Very High,Medium,32953,0,Fair,Married,1,High,1,Master’s Degree,Female,2,10,0,Fair,41,0,7527,0,18-25,Medium,3.3333333333333335,Fast Promotion,Middle Income,No Dependents
Senior,Average,Healthcare,29,Very High,Medium,3430,0,Good,Married,0,High,0,High School,Male,0,3,1,Good,77,0,9052,1,26-35,Long,3.0,Fast Promotion,High Income,Has Dependents
Entry,Average,Healthcare,52,Medium,Medium,4178,0,Poor,Married,0,Medium,0,Master’s Degree,Female,1,26,1,Good,28,0,7458,1,46-55,Short,13.0,Stagnant (No Promos),Middle Income,Has Dependents
Entry,Average,Technology,41,High,Medium,40706,0,Good,Divorced,0,Medium,1,Master’s Degree,Female,0,21,0,Poor,24,0,9981,5,36-45,Short,21.0,Stagnant (No Promos),High Income,Has Dependents
Mid,Average,Healthcare,47,Medium,Small,26327,0,Poor,Married,1,High,1,Associate Degree,Male,0,4,1,Good,77,0,9845,1,46-55,Long,4.0,Fast Promotion,High Income,Has Dependents
Mid,Average,Technology,38,High,Small,49470,0,Poor,Married,1,Medium,0,Master’s Degree,Male,0,25,0,Excellent,33,0,7200,1,36-45,Short,25.0,Stagnant (No Promos),Middle Income,Has Dependents
Entry,Average,Technology,28,Very High,Large,56240,0,Fair,Single,1,Medium,1,High School,Male,0,11,0,Poor,99,0,9760,3,26-35,Long,11.0,Average Promotion,High Income,Has Dependents
Senior,Average,Technology,41,Medium,Medium,4454,0,Poor,Divorced,0,High,0,Associate Degree,Female,4,22,0,Good,53,0,12643,0,36-45,Medium,4.4,Fast Promotion,High Income,No Dependents
Entry,Average,Finance,58,Low,Medium,36023,0,Good,Married,0,Low,1,Bachelor’s Degree,Female,0,5,0,Good,52,0,4876,3,56+,Medium,5.0,Fast Promotion,Low Income,Has Dependents
Entry,Average,Technology,20,Medium,Small,4911,0,Good,Married,0,Low,1,Associate Degree,Female,0,8,0,Poor,38,0,10459,1,18-25,Medium,8.0,Average Promotion,High Income,Has Dependents
Mid,Average,Technology,51,High,Small,19980,0,Good,Married,0,High,0,High School,Female,0,13,1,Poor,28,0,10699,0,46-55,Short,13.0,Stagnant (No Promos),High Income,No Dependents
Mid,Average,Technology,30,High,Medium,39362,0,Good,Married,0,Low,1,Master’s Degree,Male,2,18,0,Good,89,0,7818,2,26-35,Long,6.0,Average Promotion,Middle Income,Has Dependents
Senior,High,Media,41,Medium,Small,24755,0,Excellent,Married,0,High,0,Associate Degree,Male,0,14,0,Excellent,95,0,5380,1,36-45,Long,14.0,Stagnant (No Promos),Low Income,Has Dependents
Entry,High,Technology,30,High,Small,38628,0,Good,Married,1,Low,1,Master’s Degree,Male,0,6,0,Poor,52,0,10129,0,26-35,Medium,6.0,Average Promotion,High Income,No Dependents
Senior,Average,Finance,48,Very High,Medium,56465,0,Good,Single,0,High,0,Bachelor’s Degree,Female,0,25,0,Excellent,68,0,7912,1,46-55,Long,25.0,Stagnant (No Promos),Middle Income,Has Dependents
Mid,Average,Technology,19,Medium,Large,54001,0,Poor,Single,1,Medium,1,Bachelor’s Degree,Female,0,4,0,Good,74,0,9070,4,18-25,Long,4.0,Fast Promotion,High Income,Has Dependents
Senior,Average,Media,40,High,Small,42446,0,Fair,Single,0,Very High,1,High School,Male,0,28,1,Fair,13,0,5510,0,36-45,Short,28.0,Stagnant (No Promos),Low Income,No Dependents
Entry,Below Average,Healthcare,36,High,Small,60884,0,Poor,Married,1,Low,1,Bachelor’s Degree,Female,0,8,0,Fair,42,0,8271,1,36-45,Medium,8.0,Average Promotion,Middle Income,Has Dependents
Mid,Average,Healthcare,44,Very High,Medium,53246,0,Fair,Married,0,High,1,Bachelor’s Degree,Female,1,24,0,Fair,33,0,7484,2,36-45,Short,12.0,Average Promotion,Middle Income,Has Dependents
Senior,Below Average,Technology,30,High,Large,18037,0,Good,Single,0,Medium,0,Associate Degree,Female,1,10,0,Good,37,0,7871,1,26-35,Medium,5.0,Fast Promotion,Middle Income,Has Dependents
Entry,Average,Media,43,Medium,Medium,6279,0,Fair,Married,1,Medium,0,Bachelor’s Degree,Female,0,21,0,Good,24,0,6237,2,36-45,Short,21.0,Stagnant (No Promos),Middle Income,Has Dependents
Mid,Average,Technology,41,Very High,Medium,24703,0,Poor,Married,1,Low,1,High School,Male,1,13,0,Good,51,0,7280,0,36-45,Medium,6.5,Average Promotion,Middle Income,No Dependents
Entry,Average,Media,38,High,Medium,72587,0,Excellent,Divorced,0,High,1,Associate Degree,Male,0,4,0,Fair,19,0,5098,0,36-45,Short,4.0,Fast Promotion,Low Income,No Dependents
Entry,Average,Finance,22,Medium,Large,63397,0,Good,Divorced,0,Low,1,Bachelor’s Degree,Female,4,13,0,Fair,21,0,10206,3,18-25,Short,2.6,Fast Promotion,High Income,Has Dependents
Mid,Average,Technology,28,High,Large,21188,0,Good,Married,0,Low,1,High School,Female,2,16,0,Fair,81,0,8243,0,26-35,Long,5.333333333333333,Average Promotion,Middle Income,No Dependents
Mid,Average,Technology,18,High,Medium,38282,0,Good,Married,0,Low,1,Associate Degree,Male,0,3,0,Fair,65,0,7752,2,18-25,Medium,3.0,Fast Promotion,Middle Income,Has Dependents
Mid,High,Media,39,High,Medium,71290,0,Good,Single,0,Low,0,Bachelor’s Degree,Male,1,18,0,Fair,98,0,6500,0,36-45,Long,9.0,Average Promotion,Middle Income,No Dependents
Entry,Average,Healthcare,33,Low,Small,27934,0,Good,Married,1,High,0,Associate Degree,Male,1,4,1,Excellent,63,0,10052,2,26-35,Medium,2.0,Fast Promotion,High Income,Has Dependents
Entry,Average,Healthcare,25,Low,Medium,49573,0,Good,Married,0,High,1,Associate Degree,Male,2,14,0,Good,92,0,8097,1,18-25,Long,4.666666666666667,Fast Promotion,Middle Income,Has Dependents
Entry,Below Average,Technology,33,High,Medium,64626,0,Fair,Married,1,Low,1,High School,Male,1,3,0,Fair,18,0,11547,0,26-35,Short,1.5,Fast Promotion,High Income,No Dependents
Entry,High,Education,52,Medium,Large,28636,0,Excellent,Married,0,Medium,1,Master’s Degree,Male,0,34,0,Good,84,0,6371,3,46-55,Long,34.0,Stagnant (No Promos),Middle Income,Has Dependents
Mid,Average,Education,52,Very High,Small,11453,0,Fair,Married,0,High,0,Bachelor’s Degree,Male,1,16,0,Excellent,95,0,4370,3,46-55,Long,8.0,Average Promotion,Low Income,Has Dependents
Senior,Average,Technology,25,High,Small,16952,0,Good,Married,1,Low,0,Associate Degree,Female,1,13,0,Good,57,0,8100,0,18-25,Medium,6.5,Average Promotion,Middle Income,No Dependents
Mid,Below Average,Education,45,Medium,Medium,17490,0,Good,Married,1,Low,1,Bachelor’s Degree,Male,2,33,0,Good,11,0,4577,3,36-45,Short,11.0,Average Promotion,Low Income,Has Dependents
Entry,Average,Education,44,High,Medium,34683,0,Good,Married,0,Medium,0,High School,Male,3,11,0,Fair,95,0,3728,1,36-45,Long,2.75,Fast Promotion,Low Income,Has Dependents
Mid,Average,Technology,22,High,Small,61976,0,Good,Married,0,High,0,Master’s Degree,Female,4,5,1,Poor,19,0,9338,0,18-25,Short,1.0,Fast Promotion,High Income,No Dependents
Entry,Below Average,Education,48,Very High,Medium,25049,0,Good,Married,1,Low,1,High School,Male,0,26,1,Poor,33,0,3658,0,46-55,Short,26.0,Stagnant (No Promos),Low Income,No Dependents
Entry,Average,Technology,40,Very High,Medium,708,0,Fair,Married,0,Low,1,High School,Male,1,7,0,Good,36,0,9815,0,36-45,Medium,3.5,Fast Promotion,High Income,No Dependents
Mid,Below Average,Education,30,High,Large,57243,0,Fair,Single,0,Medium,1,Associate Degree,Female,0,12,0,Fair,36,0,4020,2,26-35,Medium,12.0,Average Promotion,Low Income,Has Dependents
Senior,Below Average,Education,19,High,Large,20925,0,Good,Married,1,High,0,Associate Degree,Female,1,1,0,Fair,25,0,3389,1,18-25,Short,0.5,Fast Promotion,Low Income,Has Dependents
Senior,Below Average,Healthcare,36,High,Small,60907,0,Good,Married,0,High,0,Associate Degree,Female,0,2,0,Fair,67,1,10066,1,36-45,Long,2.0,Fast Promotion,High Income,Has Dependents
Entry,Average,Technology,43,High,Medium,27779,0,Poor,Divorced,1,Medium,0,Master’s Degree,Male,1,7,0,Fair,14,0,6425,0,36-45,Short,3.5,Fast Promotion,Middle Income,No Dependents
Mid,Average,Technology,39,High,Medium,55581,0,Good,Divorced,1,High,0,Master’s Degree,Female,0,4,0,Excellent,82,1,8969,1,36-45,Long,4.0,Fast Promotion,High Income,Has Dependents
Entry,Average,Media,22,High,Medium,25716,0,Fair,Married,0,Low,1,Bachelor’s Degree,Male,1,13,1,Poor,46,0,5696,2,18-25,Medium,6.5,Average Promotion,Low Income,Has Dependents
Mid,Below Average,Media,51,High,Small,12984,0,Good,Divorced,1,Low,0,Bachelor’s Degree,Male,1,24,1,Good,71,0,5949,0,46-55,Long,12.0,Average Promotion,Low Income,No Dependents
Senior,High,Healthcare,26,Low,Small,20259,0,Good,Single,0,High,0,Associate Degree,Male,0,11,0,Fair,98,1,6769,0,26-35,Long,11.0,Average Promotion,Middle Income,No Dependents
Entry,High,Education,19,High,Small,52779,0,Good,Married,1,Low,1,High School,Male,1,5,0,Good,17,0,4502,2,18-25,Short,2.5,Fast Promotion,Low Income,Has Dependents
Mid,Average,Technology,29,High,Medium,58488,0,Poor,Married,1,Medium,1,Bachelor’s Degree,Female,0,16,0,Good,53,0,10008,0,26-35,Medium,16.0,Stagnant (No Promos),High Income,No Dependents
Entry,Average,Healthcare,56,Very High,Medium,15172,0,Poor,Married,0,Medium,1,High School,Male,3,11,0,Fair,81,0,6858,2,56+,Long,2.75,Fast Promotion,Middle Income,Has Dependents
Entry,Below Average,Media,37,High,Medium,68790,0,Good,Married,0,Medium,0,Associate Degree,Female,2,3,0,Good,30,0,5452,0,36-45,Short,1.0,Fast Promotion,Low Income,No Dependents
Mid,Below Average,Education,26,High,Medium,9877,0,Good,Single,1,High,0,Associate Degree,Male,0,1,0,Poor,27,1,4132,0,26-35,Short,1.0,Fast Promotion,Low Income,No Dependents
Senior,High,Technology,56,High,Medium,17049,0,Good,Married,0,Low,0,Associate Degree,Female,2,4,0,Good,23,0,9438,0,56+,Short,1.3333333333333333,Fast Promotion,High Income,No Dependents
